Date,Open,High,Low,Close,Volume
2020-02-08,146.43588551495202,153.3766443507254,138.86724697418964,146.56686109951602,2848
2020-02-09,137.0533010479598,143.82392216552844,132.92726405836032,138.60389228933659,3434
2020-02-10,126.37255258062699,130.45033065724547,122.78024636565657,129.101100192306,7840
2020-02-11,187.788392255026,193.08384494743046,182.8790408584458,186.59814426693328,6114
2020-02-12,151.7790133298693,152.82488580052257,146.44725057473258,150.29369167184186,8416
2020-02-13,101.84396604481735,111.4998338232967,100.2842433628755,105.19087652230228,8526
2020-02-14,122.66066002696564,124.09403728799408,120.38242982185453,122.40146089264952,1114
2020-02-15,118.56507430027872,125.09346352841595,115.34003262735703,118.76004241264421,2320
2020-02-16,186.2301517866127,193.98257487260148,178.98236144374394,182.82551948950677,1944
2020-02-17,137.69781947536848,139.59496087104188,132.57978941167477,141.54763634996777,9228
2020-02-18,132.35092909408496,135.8123811875763,128.10927802222182,132.78673592934112,9926
2020-02-19,123.88630918616595,131.00516930474438,119.07990492982721,125.00636365977883,1325
2020-02-20,160.56383195238067,162.95226530110764,159.30972092390564,156.83742365082614,4177
2020-02-21,185.01001438255105,188.9669890721902,178.81604750993026,182.81304867567047,2207
2020-02-22,140.54487147808624,149.85766967000671,137.53026943590126,145.26632215166703,4368
2020-02-23,128.1800902537391,136.66999577700597,120.60506461481907,125.91281785914965,5926
2020-02-24,182.47297788773648,190.0764719973402,176.54063067927643,183.98883855003186,2383
2020-02-25,163.7224928403966,170.67399283049426,160.55947775292884,166.64300069895765,6743
2020-02-26,109.10898823584978,117.04072074985255,100.74823110834723,114.03397305517488,8393
2020-02-27,106.55132872988177,107.58779149596025,97.89254268244994,110.65666428159572,3593
2020-02-28,164.70974796629406,174.5741831735214,159.00354404687775,169.3833758368464,7851
2020-02-29,180.4198385729347,183.80286384398948,177.8031447588917,178.18124714704803,1223
2020-03-01,161.5010202138945,162.76388959147786,159.63736992443162,163.47919176246685,5943
2020-03-02,145.66204991664398,149.38629129585848,144.25568501413426,150.1623515979684,7107
2020-03-03,135.31724089401285,136.69391977388133,128.4862435222975,132.79912389700883,9261
2020-03-04,186.5036672944131,189.19852280502087,179.46723892781364,183.94954941504318,4476
2020-03-05,148.58757746114702,154.37060972953526,142.4534475223603,143.98917088649077,2608
2020-03-06,194.9322443146728,197.19195924380088,189.28585933660327,193.7740898341726,5953
2020-03-07,170.75864881162522,176.02769450436608,160.98750027643115,174.6489820332425,4087
2020-03-08,158.32185676191415,165.77285321286118,151.07194766689284,154.11073829648888,8822
2020-03-09,152.65506668705774,161.221931819148,148.90175678680285,155.31621291002367,5050
2020-03-10,135.1293036092669,142.6266508849126,129.14070184600328,136.35865469371566,8503
2020-03-11,191.4782374557845,196.04145592587508,188.6739343013809,196.27243999065243,5309
2020-03-12,151.96275389756755,153.53137072480038,142.4076304263805,146.96637198019224,5394
2020-03-13,145.6078325797837,146.87471963440623,137.95273676106984,150.14759898883693,8229
2020-03-14,115.81122999339554,124.2958286340277,108.15284135657258,115.92144738793588,8138
2020-03-15,194.85218906375388,198.29185035138653,192.466753454355,199.81063538412624,1358
2020-03-16,105.42558882688282,108.11797880769969,102.1251770866418,102.43143164471029,5889
2020-03-17,162.36845131622906,166.742348282093,160.67057508203004,165.23466644788192,9221
2020-03-18,150.51655606225958,152.0911123132421,145.2535580683617,151.1004576073431,6485
2020-03-19,104.34432674316317,112.38498527542518,96.88251261644962,106.93584436935998,4642
2020-03-20,124.27337202724595,131.35427763399082,122.31245707641511,122.71840394485719,2205
2020-03-21,141.15982429261553,144.81978832685803,139.3387887638113,138.25821690721165,3268
2020-03-22,190.0873272292461,194.84815960471772,187.07806343601231,189.7318257706574,3583
2020-03-23,118.63073863344385,124.65220212270029,114.47801416103077,117.32232945223436,2493
2020-03-24,145.27133888628185,151.14716151240052,140.49503764390377,147.0809309561801,3688
2020-03-25,170.71889470408723,178.46227475753335,165.23468099792325,174.60721380683148,3107
2020-03-26,191.64377851256853,201.37207555865658,188.29730930837488,193.78750937545806,3601
2020-03-27,184.2864226614656,191.10477335382564,182.5457763390864,189.22608930539593,4370
2020-03-28,110.5725538323151,114.77937399264067,103.65558382580481,114.52705880279598,4812
2020-03-29,171.7184454896424,177.7189861387146,162.00093227001645,169.93887137298393,2153
2020-03-30,126.22658680146128,133.14207639179918,120.61749616890299,123.98202359583355,9470
2020-03-31,106.17054220024829,111.40371804433056,102.09258681264593,106.31344040279909,9611
2020-04-01,133.85125870591352,137.21461509920147,126.42399473539321,133.2692121539118,2057
2020-04-02,118.29960097526457,120.35766000828512,114.66595589637542,122.75014760122127,4710
2020-04-03,163.8046135926428,169.25296443553063,160.97713260931224,165.16155186473944,9004
2020-04-04,163.54339288718205,166.20904044120067,160.9759941291145,162.4028927191295,9065
2020-04-05,110.06911300033518,116.40394860854029,105.8608605714321,105.50364606419002,8897
2020-04-06,122.62365848250984,131.46272764334924,117.89134879234355,120.6478131558728,5762
2020-04-07,140.2824516724442,146.2081646005399,138.15874862814846,144.08293468188583,8877
2020-04-08,184.30473058530717,186.77578556434287,175.01219470687062,184.20629886315768,4155
2020-04-09,195.04635232183904,200.27228438402938,190.62043177510682,196.80205858810285,4215
2020-04-10,134.10940857925877,143.4269357878559,125.25319767139244,129.8473509991016,1209
2020-04-11,139.09818018174548,146.62957082845398,137.08984006870972,143.5125681235035,8513
2020-04-12,163.18486523897303,168.68782027897493,154.84260817476678,167.19128835844566,9970
2020-04-13,162.9679333260363,166.1899960735591,154.20270709820912,164.16847852175047,2245
2020-04-14,183.74288651260744,193.10326786887708,180.2021195979479,179.52264248424066,4286
2020-04-15,135.5139236606504,138.46981092602678,126.68834186691554,136.76578642465498,9559
2020-04-16,122.37511863421052,126.18353593673974,113.95320203127953,126.9991390634648,4765
2020-04-17,129.28002047517606,137.8122754741277,127.87561990185428,125.62192683301521,4254
2020-04-18,142.89974878866968,151.41089154172604,135.8571441859047,144.07186391236937,3912
2020-04-19,123.75379979103565,131.17848988773153,121.9647386171633,119.58752938186188,7997
2020-04-20,107.92186235731043,114.23293809331719,98.11450297503659,108.76122199654876,4815
2020-04-21,131.72220146506442,139.05810885861587,123.48823634193542,132.5068909332567,3562
2020-04-22,128.39824914514594,130.00984957617638,125.3919760735505,125.67111411198775,6809
2020-04-23,147.8192183190908,157.5584998338938,142.97595325177335,146.5923606983938,5639
2020-04-24,121.27364074879391,124.41774344023953,113.24402981508689,120.41476646784119,6966
2020-04-25,133.48028906607746,135.28969986732665,126.43105114124167,130.79352726700108,2047
2020-04-26,173.07812490363176,174.74986962896827,168.17608073067228,177.2739366409989,3106
2020-04-27,193.41835573239484,200.7941227958173,189.29106941858944,198.10745698705117,3999
2020-04-28,165.52215948844804,170.0558093085371,160.90646354289686,163.97758155087752,8364
2020-04-29,162.80896343970687,165.80617189718947,159.8021329006103,163.76575381034945,9898
2020-04-30,182.0453123090441,188.95987814541945,173.71783205804462,177.66008478098422,4730
2020-05-01,162.2352407154428,165.59743455746798,157.1452341671976,164.79480459785717,8579
2020-05-02,152.38592630892992,160.84409595335842,150.87729658341894,153.9410127161499,4296
2020-05-03,135.6289110226031,139.25865168346576,134.3653881423911,137.7183938303633,9334
2020-05-04,157.04636441118822,160.61801222428832,152.47862336467657,155.4643539660236,5039
2020-05-05,160.70325427784604,166.57303938027064,151.55989663087644,158.52124223158023,2351
2020-05-06,161.95176554572924,164.97751549296677,155.44790541945457,160.78834917265792,5003
2020-05-07,179.26649317465825,185.9634080569989,172.82064873527193,179.86233076550153,6849
2020-05-08,146.64343477375485,150.36740883994815,143.3341213431944,147.28752530836547,1025
2020-05-09,165.67581949413753,170.99113593527673,155.68562839605133,161.38698187343843,6012
2020-05-10,143.74025325574527,145.59906521937802,141.30949849504822,139.15706208476757,7985
2020-05-11,134.38216006140573,137.52636477397138,133.00271508238163,133.12465232387112,2433
2020-05-12,163.8067789713696,169.76194357601855,162.0310771426555,166.32661087201623,9165
2020-05-13,178.07757412523574,186.058549662473,173.7878112158963,177.1649993552816,3623
2020-05-14,120.80633547124638,128.37580804646237,118.42577985509249,125.50272940318567,3206
2020-05-15,106.38039919373455,109.82045895928636,103.54396729591674,104.24791131936225,4031
2020-05-16,175.19536091388045,182.14224846219633,166.60721113672213,179.28922498882383,8330
2020-05-17,107.09040545016427,112.32054234998317,103.9996488641496,102.66938494574926,4783
2020-05-18,116.35522259604105,123.13179603956442,108.02292590065365,117.78408761900262,2502
2020-05-19,175.71971675122333,184.24206300412658,169.57537211418315,173.05355220395506,4698
2020-05-20,121.99408291969475,128.40643968083515,119.91071853998007,124.15732251526818,3437
2020-05-21,170.74969848110197,172.2295758022712,162.5517741458285,169.6242118166132,1076
2020-05-22,103.6948738989767,110.15725309521233,101.54028913024322,101.91267447480365,8328
2020-05-23,113.82322048280004,120.95982746937692,107.87004151945017,114.31630513671438,9360
2020-05-24,196.49715998747013,204.82499601575716,190.09071354373833,201.09826385034435,7879
2020-05-25,192.05001674306402,196.04851660462532,184.08049791462895,189.4996309871112,7312
2020-05-26,144.12729409392986,149.88143579419707,134.9884496875297,140.8975721829288,1670
2020-05-27,151.48660717944176,158.58294231743574,143.1422581285763,149.95276000115692,5526
2020-05-28,192.51735260562043,197.1517579730144,183.22387241363504,189.1079989529881,5363
2020-05-29,162.10076269358765,166.37892577541155,157.7415123905263,164.9399519554703,6584
2020-05-30,168.2598917329284,171.8052434278874,165.86461747882706,164.39859704579615,8575
2020-05-31,158.85092070492811,164.86896835109013,155.33240203399447,157.02700881150642,5060
2020-06-01,143.87535163320814,150.2651198058855,135.3680005871044,144.31893263249393,7230
2020-06-02,134.9891809017511,140.66802288072864,127.15096443388653,136.99621743820396,7785
2020-06-03,198.89863550046155,200.11385167140284,194.91541243781128,194.49064390624835,5091
2020-06-04,122.10909402362567,131.8392893068268,118.5707842432876,120.56942970513494,3270
2020-06-05,123.83498460701512,130.5898301180867,120.91068939881343,120.43088594848886,1394
2020-06-06,138.04018019357704,146.37986133932475,131.073263244522,133.07231447365444,2295
2020-06-07,130.7879590198092,135.7443736256012,126.72434915267895,130.74572761657552,4599
2020-06-08,133.08774437258063,134.37610399636662,126.36895995422275,135.1160731107569,5655
2020-06-09,138.65570179403682,148.303977452501,128.91391783809766,141.3201278489796,3259
2020-06-10,101.32100881896565,108.921483503214,92.81263832780311,103.01820777507363,8344
2020-06-11,140.0507391018002,146.1179406083462,136.71532139559676,140.28432266945845,9719
2020-06-12,101.96368828410652,107.44745185049155,96.1184519975388,101.32713108812023,9494
2020-06-13,139.13846970323527,148.91129436026412,137.0561332305472,137.9440739211953,7239
2020-06-14,124.66293577949176,133.78080073222333,114.83608790504073,127.26364117437838,7570
2020-06-15,122.5007337792337,124.23732432186954,117.06240016034147,118.80819192141655,3455
2020-06-16,104.35400332310095,105.94309499125696,97.87855061721625,101.61981789142432,2309
2020-06-17,128.8301411300261,135.56722241224554,125.3411290323752,127.54734252294563,8720
2020-06-18,153.8174620594957,159.68659812375515,150.62504748112624,157.74711647574767,1980
2020-06-19,193.4918108419659,203.2212701924418,188.63772163296915,190.25084404772073,3242
2020-06-20,169.63585652467867,176.29554325076163,168.15351586229315,169.691317260354,3703
2020-06-21,150.8947933198233,154.8855576716926,143.1272051489336,154.54775304041476,4648
2020-06-22,195.60968595131672,203.89169379334726,194.21539182550345,199.9269454743465,8053
2020-06-23,167.22822659922798,175.47683757113927,159.58946223867162,166.36661711077608,5228
2020-06-24,157.6170761971229,166.56781417437583,150.7131298322936,154.33805042537324,6311
2020-06-25,105.10136378303964,114.6125145926583,98.27113463326408,105.01558682353978,2231
2020-06-26,180.47244215006253,185.09802086790486,175.1229628761866,182.72616084254645,8266
2020-06-27,124.77502064790565,130.73683470775123,116.86395717722348,125.96107729899828,5746
2020-06-28,197.61606729389604,203.91455793325932,189.12289224996218,195.98832654499668,1506
2020-06-29,148.1714457774046,156.95574283265557,140.25468737823888,144.84278377793632,1986
2020-06-30,102.39465123437725,111.43324267731671,92.65086704055804,100.6595674515887,6221
2020-07-01,184.46669104114073,186.89560078459502,177.33903445644432,186.62219228518714,2854
2020-07-02,122.37518043425862,128.71705310419097,114.99609233356634,126.22026254214754,2936
2020-07-03,167.742478863387,170.88918251823847,159.94973917052576,164.40768301678017,1038
2020-07-04,114.09252761317356,116.7121630147792,106.64680489436358,109.64315620457674,9062
2020-07-05,135.07604225629797,142.98440017450883,131.71480586082419,138.17308703298193,8444
2020-07-06,181.93900720802486,191.21721701581657,173.1810224484709,185.6013956098209,1737
2020-07-07,187.2214073795805,196.0238481833848,181.28560258475835,189.98724445900407,7326
2020-07-08,135.34230482600077,137.9999206191512,129.00449800294177,136.47437233984994,3805
2020-07-09,101.20520717422671,103.38053131486352,94.7509699310417,99.24267757797163,4463
2020-07-10,163.32401727111582,169.00120369930636,159.42500234759999,160.78830432748157,2447
2020-07-11,190.62813816728735,193.37436978042035,188.68423469308414,190.05110546544768,7571
2020-07-12,113.96309818169014,123.0569912521318,107.51602006183981,116.30394389821045,5774
2020-07-13,132.83635019673443,133.88303372329167,129.77217634998402,130.41827595868818,6635
2020-07-14,163.85750161513354,166.76851321136186,161.11695166531118,163.7593178018659,7550
2020-07-15,123.75295108954437,133.00331243168046,116.92137955425659,120.35942261179282,3517
2020-07-16,132.87674008674904,140.55319837958834,125.21095328634073,134.24659498027853,1909
2020-07-17,116.99200044010337,119.51506612102085,108.57368214329247,121.61388848561828,3984
2020-07-18,131.8746399075598,134.8434177082477,129.5750572264662,135.59467757480448,4432
2020-07-19,104.79526040526956,114.52018061881896,102.11061597466521,108.15200994406563,2824
2020-07-20,137.55083901098843,145.562676990399,130.8804344621675,134.75097243570846,4203
2020-07-21,159.24965377275421,164.87874851207317,154.2901106478905,158.75395485183563,6872
2020-07-22,143.2005262434664,146.70127388804562,135.6941166519517,146.0794809881882,9278
2020-07-23,145.2446190310001,149.24596157304433,140.87795896917885,146.71481239260447,2835
2020-07-24,133.31249987058118,138.92496824494486,125.35554271363895,131.15495253071776,9190
2020-07-25,116.7717704414435,122.56927172396281,113.00414531396302,113.69409615489374,7941
2020-07-26,168.00413107685358,174.97361026640954,165.7559242688494,164.92422069404378,6484
2020-07-27,147.8646529876855,151.01093895063636,141.12127678612745,144.66709318270648,2529
2020-07-28,129.6952194964529,136.96744753221537,123.4626177243718,125.81390464703102,1238
2020-07-29,157.27782347198723,163.5267781151441,148.02942590949306,152.44815619580717,2060
2020-07-30,141.03162796347704,144.01670032188073,131.48840013325972,138.76265276123866,3154
2020-07-31,195.25262525346136,204.60306087737746,193.89361345720408,199.87826355373016,5477
2020-08-01,112.83751907848418,117.47301158949085,105.59181226256534,112.1383394838117,1746
2020-08-02,151.70517306583088,156.94869135598518,141.99352446381064,154.6405305543513,9991
2020-08-03,119.92559553061405,127.93236576906392,116.55028936246103,115.6813836008255,4101
2020-08-04,151.4704781716038,159.24314919064324,143.10790550081288,147.9148372080913,1264
2020-08-05,133.23538998811384,140.65814308075068,123.46499458074955,134.9887559540659,2996
2020-08-06,130.4951218621643,139.11146777538318,120.90964412893301,125.74682838832082,8493
2020-08-07,103.25686159837686,108.01055424757216,96.46495980438709,102.51760491152407,6395
2020-08-08,179.29989960202207,185.93289698484006,171.00526437266757,177.65233577398155,6686
2020-08-09,135.159641977981,138.02510530312404,132.6763763598913,132.04425688520453,2633
2020-08-10,103.62152944842911,109.02175781908694,95.23098421031465,108.46626533157483,9366
2020-08-11,137.92776775906725,147.86630191994107,133.96691590627694,135.2584257093582,6806
2020-08-12,197.6406545483722,203.3118641413407,190.70716705348514,202.62527280996665,4591
2020-08-13,134.11764255459022,136.0067103156412,127.93000407547206,137.6757624205829,9076
2020-08-14,149.81693645130753,152.08960803936273,145.2338054738854,150.03845405478376,3668
2020-08-15,175.7725819827154,179.41969868541307,168.5765761378855,171.74569158618797,8396
2020-08-16,156.02353359334768,158.21146890603106,147.9224473771165,160.41661125352314,4573
2020-08-17,138.2718852662618,139.65639924963727,136.85293501743232,134.887456609311,4046
2020-08-18,178.92387965641808,188.4089823390105,173.15742219677776,174.74733758303307,8097
2020-08-19,175.21184420389358,176.55336876773833,174.16869525724172,174.89463972919262,7444
2020-08-20,161.0364236462483,169.2874507473733,154.97059360354356,158.83854246389726,6068
2020-08-21,176.89768666019364,184.10836872545718,168.99903557088265,174.57875920368645,9261
2020-08-22,199.26605685149906,205.10342871802,190.69921962204126,200.74714321234234,4610
2020-08-23,115.82139143194233,120.14859313901498,109.56040127633892,113.88317723673454,8463
2020-08-24,139.25783557293744,145.06779287797093,132.82379315009115,137.78834154617934,6682
2020-08-25,101.04078419395186,103.40211020395283,96.3282509406927,97.54289077259085,8922
2020-08-26,173.92075373891953,175.03864927009352,171.06233382806366,175.61998373882287,2498
2020-08-27,190.48561075221153,200.40347658210675,188.3761715960594,194.7389494298074,1807
2020-08-28,144.8601471606941,150.15909137047063,138.00085851686256,145.72375855195247,5048
2020-08-29,187.1524485852325,191.26734270350383,185.52791257433032,189.27436204536698,2066
2020-08-30,115.39650011434975,116.91505472641674,111.09699477450863,110.58487610633021,7903
2020-08-31,121.43774992565031,130.00635922709913,116.75064179581618,116.59269789571997,2696
2020-09-01,172.62386370126012,176.13472918121792,167.0756044602439,170.4909766804231,2938
2020-09-02,145.16872217759445,147.839288664824,137.47892354240548,148.40683385149038,3015
2020-09-03,178.3153018682368,181.28661818607677,169.66146894390843,178.16065193850295,1131
2020-09-04,176.13707127172376,179.83435628577027,167.76105393766377,180.359045937695,3284
2020-09-05,100.63906616509935,105.22131321860218,91.96506064970946,104.4806198023413,4096
2020-09-06,100.59606812256615,105.83769628721736,96.47880802187666,97.84564464248731,7717
2020-09-07,176.17902400939195,179.61009080030294,171.48879999954778,174.27489220038095,5931
2020-09-08,140.35864878085195,141.64017376736325,137.75076030524406,142.08778189873385,7184
2020-09-09,104.36844900596937,106.92823243033058,101.06856089186896,102.26816569172628,3186
2020-09-10,179.922240470634,182.98663563655282,172.26010773307948,177.6602317429385,3710
2020-09-11,114.30589853652147,120.12907675412433,112.8441704791209,116.31032640557254,3299
2020-09-12,153.89712404039108,160.48077879888996,144.77498213905685,153.58738870099572,4903
2020-09-13,142.28228004332493,149.84601797197374,133.1040749436778,138.3885495069239,9756
2020-09-14,122.87937583558133,124.45423179565526,120.22802814521705,124.16217173931798,4543
2020-09-15,184.67113927237182,186.54654425422538,182.06105542941734,181.44884319115138,9272
2020-09-16,193.16317734176926,194.32384798673985,189.99439814168002,190.4004184792252,6217
2020-09-17,157.384258559663,166.16111257922654,154.3287294886071,159.77175138997117,5525
2020-09-18,100.01405032953382,105.00025174525754,95.2845842713623,97.23106669036687,7080
2020-09-19,147.32712279934316,155.8664047475086,137.97564455556295,151.94881583238754,4697
2020-09-20,194.87208371222331,196.3775662730148,190.958565059013,196.03036118484147,3657
2020-09-21,131.08451766535737,139.18908456670147,121.44572355043982,130.49687667062355,2076
2020-09-22,112.08830763031239,120.78954567049806,104.23691923324809,113.9008477490455,5931
2020-09-23,169.44278944932137,170.7733282973719,163.68163947654472,166.6916402619706,6813
2020-09-24,157.9506750136175,164.61910908576726,150.35189043143492,161.09367349906907,3350
2020-09-25,199.12363391014873,203.2737394188512,196.97911329395333,198.36702014928017,5479
2020-09-26,137.4012873768823,143.34179780576656,133.06334517038795,138.86136879325457,9497
2020-09-27,185.8765579972929,186.9702572912038,178.78979217478422,190.31574267766175,5812
2020-09-28,179.41716436354557,186.48876209629367,173.88010454376052,175.95667754468505,7447
2020-09-29,106.93580798123999,108.57008320683352,104.7029534656197,110.63574784679717,6402
2020-09-30,167.0674424664348,169.89645660061953,163.16440258657028,163.0909641780002,8793
2020-10-01,115.82105216241007,122.37783015525473,112.86696427776371,120.5222318837818,7518
2020-10-02,107.21744175741293,114.57707559905221,105.76858868648434,109.27095503145455,7342
2020-10-03,186.2549556321212,188.79479567930952,177.1843700584694,190.84870256013016,2648
2020-10-04,171.7469539874113,176.47512851499215,166.41175831902106,168.40357184224388,7396
2020-10-05,164.9818870834943,169.69913213973425,158.25935566636647,168.18444865728375,9911
2020-10-06,178.14291214912998,183.3437117687976,175.68050433054793,180.57373977849917,5263
2020-10-07,134.45174792473932,141.07746873583469,126.8381747971499,136.17307066666604,1350
2020-10-08,163.68339192803109,170.03776711146585,157.97477644725643,165.77073509083576,1871
2020-10-09,156.82510188503892,165.79052327083136,155.80827774728488,159.73677845435532,5367
2020-10-10,170.31072464849987,179.07059901202197,168.3633857241833,166.0611391126048,2994
2020-10-11,113.78335527892563,117.9979841993743,104.48582605746455,115.76174762551952,5812
2020-10-12,130.98742854763276,137.28153523848465,123.1398045783274,135.78212759213397,6247
2020-10-13,195.15548702973683,196.2447847774857,188.80334788922485,200.09267529326607,1352
2020-10-14,108.13356133434732,116.04114670329673,104.38966793876298,110.70425782525487,6828
2020-10-15,141.04080485359526,144.71425131727727,133.5536795969343,136.24687768612011,4030
2020-10-16,151.3183205994971,154.13702722205446,149.19111886515833,154.89735301675185,1494
2020-10-17,176.77367141386554,179.00240279892625,168.76000960292635,179.84364343368958,2457
2020-10-18,133.14401321470615,141.03020311404984,131.8630995463531,137.78325901221604,1759
2020-10-19,139.2527230177318,143.94008678747372,133.55069916751967,135.6372480770847,8864
2020-10-20,190.79868659393566,192.75627331778222,185.75704406684304,189.4884740045325,5127
2020-10-21,153.61419195778353,156.94379973015256,151.49683960809156,151.02373016473237,5781
2020-10-22,106.70635485559472,110.39036118047144,99.91319884856063,106.93503158408932,8934
2020-10-23,137.52783621464002,146.298437399908,136.13919670935255,132.53285645718518,5283
2020-10-24,166.67244103540304,172.42188367289626,164.75120761837564,162.28252148610807,1277
2020-10-25,112.73991961973621,121.17649979302921,110.05065388897384,113.2679244308315,3886
2020-10-26,144.29561943971305,149.2521646580028,139.99732598420204,148.4301079303152,3172
2020-10-27,190.9014055033992,198.73697632976322,187.05332236846607,191.11282937187462,5385
2020-10-28,157.03024269634182,163.41402360207604,155.36647213303635,155.29354596599745,7919
2020-10-29,118.50514000681403,125.63205577073195,109.49426728383658,121.61046985156317,7378
2020-10-30,107.70783893144659,110.63907003299698,105.82678885470182,103.45284308345747,7013
2020-10-31,182.51142851220413,187.4576632574459,177.47480416751208,183.43071611367424,4743
2020-11-01,142.83591987010809,149.7419779328117,137.32780277450726,147.31861759384424,9830
2020-11-02,187.75657780538234,192.52933455971694,184.40761469158218,185.54671626927924,6772
2020-11-03,197.27598379113695,200.07517697826657,187.37266582325265,193.2183862967735,5859
2020-11-04,153.23865431290892,160.3172773689967,151.60737353635685,158.2061027254067,5434
2020-11-05,145.79187336837356,146.99599393861746,138.55340984969445,148.95020669254203,6590
2020-11-06,172.46152690098273,178.30680196969544,166.39876971799777,169.44567501061914,5426
2020-11-07,129.51851911143038,138.24089362706184,125.42696085676019,128.22749578500554,4989
2020-11-08,187.5188351992071,197.15966409278525,181.04780581690386,186.7870243352229,3764
2020-11-09,158.4798265054331,163.86113308427286,155.94455507054215,155.47652965041883,3730
2020-11-10,108.76445427358095,116.61809171067527,103.5860256522951,113.67409798492794,6870
2020-11-11,183.8458358243325,188.11119600556802,178.91498291670752,179.46413931769825,6738
2020-11-12,171.9244455163519,177.25800304486967,170.23013550463048,176.73661095594505,8472
2020-11-13,106.66892022370139,107.9845294252029,103.71962166741052,108.22449087609199,8320
2020-11-14,180.6614018178854,183.1660067084726,176.151269150564,177.86566960258173,8382
2020-11-15,176.34568142821894,181.6798737773504,175.1501982543817,173.09085410799386,2019
2020-11-16,196.78660277526913,201.14002330872518,190.23129062657026,196.59035102710823,5439
2020-11-17,173.33096533300943,174.70934144934031,168.19506263623575,170.90901555407098,6528
2020-11-18,178.1550846385565,187.94725471575234,174.63554021145492,179.2915026800472,1413
2020-11-19,192.293522188782,197.84226011650594,188.6714665167613,190.5849641518593,2576
2020-11-20,192.51551686096093,199.96988861462881,190.71292681965406,189.50113751487072,3048
2020-11-21,186.87159706196474,194.26983970038964,177.36974216922707,182.6811536273629,4215
2020-11-22,127.34213674164812,136.48382823846413,119.34142494286063,126.35933686635384,1107
2020-11-23,151.07406194564774,154.20206645663495,142.57459144702656,149.89551329195783,8547
2020-11-24,108.51051200554058,115.03585983434937,105.66718649394245,106.94905706093986,9652
2020-11-25,197.36298325674426,200.29825271184401,196.13087752257707,196.18234636165397,9425
2020-11-26,134.97060122426697,141.03511767945903,132.6585322784995,133.03693342237887,9105
2020-11-27,126.49611984260417,132.45194322560565,118.71605974635855,123.12949122351463,8754
2020-11-28,176.228809675668,184.08304110938084,169.63863488623247,176.52326777071784,8817
